material,pulse_width_ps,frequency_kHz,hatch_spacing_um,passes,scan_speed_mm_s,power_W,depth_um,Sa_um,Sq_um,Sz_um,source_file,valid_flag,note
ZrO2,4.0,200,4.0,2,3.0,,41.931,0.402,0.518,7.022,ZrO2.csv,True,
ZrO2,4.0,200,4.0,3,9.0,,47.497,0.346,0.514,10.383,ZrO2.csv,True,
ZrO2,4.0,200,6.0,1,7.0,,25.74,0.664,0.857,8.487,ZrO2.csv,True,
ZrO2,4.0,200,8.0,2,5.0,,35.477,0.552,0.757,9.055,ZrO2.csv,True,
ZrO2,4.0,200,8.0,4,3.0,,45.298,0.445,0.592,5.117,ZrO2.csv,True,
ZrO2,4.0,200,10.0,4,7.0,,42.375,0.708,0.988,14.764,ZrO2.csv,True,
ZrO2,4.0,200,10.0,5,7.0,,44.526,0.583,0.98,12.493,ZrO2.csv,True,
ZrO2,6.0,2,2.0,4,3.0,,29.355,0.227,0.425,8.338,ZrO2.csv,True,
ZrO2,6.0,2,4.0,2,3.0,,9.719,0.28,0.393,3.684,ZrO2.csv,True,
ZrO2,6.0,2,6.0,1,5.0,,1.243,0.324,0.471,4.45,ZrO2.csv,True,
ZrO2,6.0,2,6.0,1,7.0,,0.115,0.227,0.289,2.514,ZrO2.csv,True,
ZrO2,6.0,2,6.0,4,7.0,,3.808,0.251,0.317,2.547,ZrO2.csv,True,
ZrO2,6.0,2,8.0,3,9.0,,0.993,0.456,0.551,6.605,ZrO2.csv,True,
ZrO2,6.0,2,8.0,5,11.0,,2.381,0.309,0.385,3.362,ZrO2.csv,True,
ZrO2,6.0,10,2.0,4,7.0,,38.754,0.315,0.506,6.392,ZrO2.csv,True,
ZrO2,6.0,10,2.0,5,3.0,,45.355,0.251,0.409,5.936,ZrO2.csv,True,
ZrO2,6.0,10,4.0,1,5.0,,12.91,0.324,0.41,4.058,ZrO2.csv,True,
ZrO2,6.0,10,8.0,1,7.0,,4.347,0.583,0.692,3.965,ZrO2.csv,True,
ZrO2,6.0,10,8.0,3,7.0,,15.741,0.404,0.501,3.476,ZrO2.csv,True,
ZrO2,6.0,10,10.0,1,7.0,,2.215,1.639,1.775,7.711,ZrO2.csv,True,
ZrO2,6.0,50,4.0,4,9.0,,41.278,0.872,2.364,21.115,ZrO2.csv,True,
ZrO2,6.0,50,6.0,3,5.0,,37.755,0.524,1.301,16.058,ZrO2.csv,True,
ZrO2,6.0,50,10.0,2,11.0,,19.16,1.576,1.843,9.232,ZrO2.csv,True,
ZrO2,6.0,100,2.0,2,11.0,,37.549,0.267,0.404,6.195,ZrO2.csv,True,
ZrO2,6.0,100,2.0,4,9.0,,46.159,1.216,3.102,24.751,ZrO2.csv,True,
ZrO2,6.0,100,2.0,5,5.0,,45.026,0.367,0.594,8.852,ZrO2.csv,True,
ZrO2,6.0,100,8.0,4,5.0,,41.327,0.429,0.703,8.236,ZrO2.csv,True,
ZrO2,6.0,100,10.0,1,9.0,,4.085,1.366,1.915,21.092,ZrO2.csv,True,
ZrO2,6.0,200,2.0,1,3.0,,7.241,2.491,3.003,17.899,ZrO2.csv,True,
ZrO2,6.0,200,4.0,3,9.0,,45.544,1.28,2.918,20.506,ZrO2.csv,True,
ZrO2,6.0,200,6.0,5,3.0,,49.899,0.844,1.073,9.858,ZrO2.csv,True,
Diamond,1.0,2,1.0,9,0.1,,79.0,0.27,,,金刚石实验结果.xlsx,True,1、表格为单晶金刚石的实验结果，表中各变量单位分别为：脉冲宽度飞秒、重复频率Khz、扫描速度mm/s； 
Diamond,2.0,200,1.0,9,0.2,,107.3,2.0,,,金刚石实验结果.xlsx,True,2、补充参数（需设成可变参数）：功率2-3W（后续会确认清楚），离焦量为0、焦点处光斑1.5微米，实测烧蚀宽度10微米左右、激光波长1030nm、光束质量 M2<1.2 
Diamond,0.5,20,1.0,8,0.8,,73.13,0.31,,,金刚石实验结果.xlsx,True,3、 金刚石的单脉冲烧蚀阈值高度依赖于晶面取向与激光脉宽。对于飞秒激光（如 35 fs），在低通量区间内的 F_{th(1)} 约为 0.077 J/cm² 。而在长脉宽或特定晶面上， 晶向的 $F_{th(1)}$ 为 9.56 J/cm²， 晶向为 10.32 J/cm²。多脉冲作用下，其孵化系数 $S$ 测定为 0.919。 
Diamond,1.0,2,5.0,3,0.8,,5.51,0.05,,,金刚石实验结果.xlsx,True,4、密度 \rho = 3.52$ g/cm³，热导率 $K$ 高达 2200 W/m·K
Diamond,0.5,20,1.0,7,0.2,,87.04,0.84,,,金刚石实验结果.xlsx,True,5、填充方式：弓字形填充，层间距为0
Diamond,0.223,2,3.0,8,0.05,,72.91,0.02,,,金刚石实验结果.xlsx,True,
Diamond,1.0,20,4.0,1,0.2,,4.05,0.19,,,金刚石实验结果.xlsx,True,
Diamond,2.0,20,3.0,7,1.0,,58.49,0.09,,,金刚石实验结果.xlsx,True,
Diamond,4.0,200,3.0,10,1.0,,75.1,0.37,,,金刚石实验结果.xlsx,True,
Diamond,2.0,2,4.0,1,0.5,,1.69,0.05,,,金刚石实验结果.xlsx,True,
Diamond,0.5,200,5.0,3,1.0,,59.77,1.32,,,金刚石实验结果.xlsx,True,
Diamond,1.0,200,2.0,10,0.1,,,,,,金刚石实验结果.xlsx,False,missing both depth_um and Sa_um
Diamond,0.223,200,4.0,3,1.0,,72.8733333333333,0.64,,,金刚石实验结果.xlsx,True,
Diamond,0.223,20,1.0,4,1.0,,61.8233333333333,0.05,,,金刚石实验结果.xlsx,True,
Diamond,1.0,200,5.0,8,0.5,,71.1333333333333,0.15,,,金刚石实验结果.xlsx,True,
Diamond,2.0,20,5.0,3,0.2,,56.8466666666667,0.13,,,金刚石实验结果.xlsx,True,
Diamond,0.223,200,5.0,6,0.1,,,,,,金刚石实验结果.xlsx,False,missing both depth_um and Sa_um
Diamond,0.5,2,2.0,7,1.0,,37.91,0.14,,,金刚石实验结果.xlsx,True,
Diamond,4.0,200,2.0,6,0.5,,71.02,0.17,,,金刚石实验结果.xlsx,True,
Diamond,4.0,2,4.0,6,0.8,,8.45,0.08,,,金刚石实验结果.xlsx,True,
Diamond,2.0,2,3.0,3,1.0,,3.11666666666667,0.05,,,金刚石实验结果.xlsx,True,
Diamond,2.0,20,4.0,1,0.2,,2.68666666666667,0.36,,,金刚石实验结果.xlsx,True,
Diamond,0.5,200,5.0,10,0.1,,,,,,金刚石实验结果.xlsx,False,missing both depth_um and Sa_um
Diamond,2.0,20,5.0,2,0.2,,,,,,金刚石实验结果.xlsx,False,missing both depth_um and Sa_um
Diamond,0.5,2,5.0,5,0.05,,56.9266666666667,0.05,,,金刚石实验结果.xlsx,True,
Diamond,2.0,2,1.0,9,0.05,,75.6733333333333,0.24,,,金刚石实验结果.xlsx,True,
Diamond,1.0,200,1.0,2,0.5,,70.5033333333333,0.08,,,金刚石实验结果.xlsx,True,
Diamond,0.223,2,2.0,7,0.2,,61.7666666666667,0.04,,,金刚石实验结果.xlsx,True,
Diamond,1.0,20,1.0,9,0.8,,77.0,0.14,,,金刚石实验结果.xlsx,True,
Diamond,2.0,2,2.0,10,0.8,,47.5633333333333,0.1,,,金刚石实验结果.xlsx,True,
Diamond,4.0,2,4.0,6,0.5,,19.6,0.24,,,金刚石实验结果.xlsx,True,
Diamond,0.223,20,5.0,4,0.5,,57.32,0.06,,,金刚石实验结果.xlsx,True,
Diamond,0.5,2,2.0,3,0.5,,29.2766666666667,0.18,,,金刚石实验结果.xlsx,True,
Diamond,2.0,20,5.0,8,0.5,,58.21,0.07,,,金刚石实验结果.xlsx,True,
Diamond,1.0,200,4.0,2,0.2,,66.7533333333333,0.46,,,金刚石实验结果.xlsx,True,
Diamond,1.0,20,2.0,2,0.1,,65.4133333333333,0.18,,,金刚石实验结果.xlsx,True,
Diamond,0.223,200,4.0,8,0.8,,83.19,0.18,,,金刚石实验结果.xlsx,True,
Diamond,4.0,200,5.0,5,0.8,,64.92,0.45,,,金刚石实验结果.xlsx,True,
Diamond,4.0,200,2.0,4,0.1,,85.8533333333333,0.73,,,金刚石实验结果.xlsx,True,
Diamond,0.5,2,3.0,4,0.05,,60.8033333333333,0.09,,,金刚石实验结果.xlsx,True,
Diamond,0.223,20,4.0,7,0.1,,85.5433333333333,0.12,,,金刚石实验结果.xlsx,True,
Diamond,4.0,20,2.0,2,0.05,,60.7566666666667,0.07,,,金刚石实验结果.xlsx,True,
Diamond,1.0,200,4.0,1,0.5,,,,,,金刚石实验结果.xlsx,False,missing both depth_um and Sa_um
Diamond,0.223,200,3.0,1,0.2,,59.77,0.35,,,金刚石实验结果.xlsx,True,
Diamond,0.5,20,4.0,6,0.1,,80.08,0.07,,,金刚石实验结果.xlsx,True,
Diamond,4.0,2,3.0,9,0.8,,24.0266666666667,0.26,,,金刚石实验结果.xlsx,True,
Diamond,4.0,20,1.0,10,0.05,,88.28,1.0,,,金刚石实验结果.xlsx,True,
Diamond,0.223,20,3.0,5,0.2,,78.6833333333333,0.2,,,金刚石实验结果.xlsx,True,
Diamond,4.0,2,2.0,7,1.0,,25.3266666666667,0.17,,,金刚石实验结果.xlsx,True,
Diamond,1.0,20,2.0,5,1.0,,57.4766666666667,0.09,,,金刚石实验结果.xlsx,True,
Diamond,2.0,200,5.0,6,0.05,,95.12,1.48,,,金刚石实验结果.xlsx,True,
Diamond,4.0,20,2.0,1,0.1,,,,,,金刚石实验结果.xlsx,False,missing both depth_um and Sa_um
Diamond,0.223,2,3.0,4,1.0,,11.9066666666667,0.52,,,金刚石实验结果.xlsx,True,
Diamond,4.0,20,1.0,5,0.8,,61.3833333333333,0.11,,,金刚石实验结果.xlsx,True,
Diamond,0.5,200,3.0,9,0.1,,,,,,金刚石实验结果.xlsx,False,missing both depth_um and Sa_um
Diamond,0.5,200,1.0,2,0.05,,,,,,金刚石实验结果.xlsx,False,missing both depth_um and Sa_um
Diamond,0.223,200,3.0,5,0.8,,82.2933333333333,0.21,,,金刚石实验结果.xlsx,True,
Diamond,1.0,2,4.0,10,0.5,,42.8733333333333,0.08,,,金刚石实验结果.xlsx,True,
Diamond,0.5,2,1.0,4,0.05,,71.1866666666667,0.07,,,金刚石实验结果.xlsx,True,
Diamond,2.0,2,3.0,8,0.05,,66.33,0.06,,,金刚石实验结果.xlsx,True,
