record_id,process_type,material,pulse_width_ps,frequency_kHz,laser_power_W,scan_speed_mm_s,passes,focus_offset_um,fill_pattern,hatch_spacing_um,layer_step_um,path_overlap_um,material_thickness_um,cut_length_mm,power_W,depth_um,Sa_um,Sq_um,Sz_um,removal_rate_um3_s,cut_through,kerf_top_width_um,kerf_bottom_width_um,kerf_taper_deg,cut_edge_Sa_um,HAZ_width_um,chipping_um,objective_mode,source_file,valid_flag,note,target_depth_um,log_pulse_width,log_frequency,log_hatch_spacing,log_passes,log_scan_speed,D_proxy,pulse_density_proxy,pulse_energy_uJ,areal_energy_proxy,line_energy_proxy,pulse_spacing_um,layer_count_proxy,pulse_energy_proxy,energy_density_proxy
AlSiC.csv:53,milling,AlSiC,1.0,5,,125.0,3,,none,2.0,,,,,,17.569,1.212,1.528,15.504,,,,,,,,,,AlSiC.csv,True,,,0.0,1.6094379124341003,0.6931471805599453,1.0986122886681098,4.8283137373023015,0.06,0.06,,,,25.0,,,
AlSiC.csv:54,milling,AlSiC,1.0,5,,125.0,4,,none,10.0,,,,,,4.141,1.364,1.746,14.439,,,,,,,,,,AlSiC.csv,True,,,0.0,1.6094379124341003,2.302585092994046,1.3862943611198906,4.8283137373023015,0.016,0.016,,,,25.0,,,
AlSiC.csv:55,milling,AlSiC,1.0,10,,125.0,2,,none,4.0,,,,,,9.995,1.607,2.046,13.179,,,,,,,,,,AlSiC.csv,True,,,0.0,2.302585092994046,1.3862943611198906,0.6931471805599453,4.8283137373023015,0.04,0.04,,,,12.5,,,
AlSiC.csv:56,milling,AlSiC,1.0,10,,175.0,3,,none,4.0,,,,,,16.742,1.953,2.538,16.428,,,,,,,,,,AlSiC.csv,True,,,0.0,2.302585092994046,1.3862943611198906,1.0986122886681098,5.1647859739235145,0.04285714285714286,0.04285714285714286,,,,17.5,,,
AlSiC.csv:57,milling,AlSiC,1.0,10,,175.0,3,,none,6.0,,,,,,12.587,1.738,2.262,17.505,,,,,,,,,,AlSiC.csv,True,,,0.0,2.302585092994046,1.791759469228055,1.0986122886681098,5.1647859739235145,0.02857142857142857,0.02857142857142857,,,,17.5,,,
AlSiC.csv:58,milling,AlSiC,1.0,10,,100.0,4,,none,6.0,,,,,,16.08,1.506,1.986,17.368,,,,,,,,,,AlSiC.csv,True,,,0.0,2.302585092994046,1.791759469228055,1.3862943611198906,4.605170185988092,0.06666666666666667,0.06666666666666667,,,,10.0,,,
AlSiC.csv:59,milling,AlSiC,1.0,10,,125.0,1,,none,10.0,,,,,,3.385,1.298,1.619,9.576,,,,,,,,,,AlSiC.csv,True,,,0.0,2.302585092994046,2.302585092994046,0.0,4.8283137373023015,0.008,0.008,,,,12.5,,,
AlSiC.csv:60,milling,AlSiC,1.0,20,,200.0,2,,none,4.0,,,,,,20.883,1.556,1.988,14.215,,,,,,,,,,AlSiC.csv,True,,,0.0,2.995732273553991,1.3862943611198906,0.6931471805599453,5.298317366548036,0.05,0.05,,,,10.0,,,
AlSiC.csv:61,milling,AlSiC,1.0,20,,175.0,5,,none,4.0,,,,,,54.413,3.787,5.462,38.992,,,,,,,,,,AlSiC.csv,True,,,0.0,2.995732273553991,1.3862943611198906,1.6094379124341003,5.1647859739235145,0.14285714285714285,0.14285714285714285,,,,8.75,,,
AlSiC.csv:62,milling,AlSiC,1.0,20,,125.0,4,,none,6.0,,,,,,27.581,2.587,3.123,18.935,,,,,,,,,,AlSiC.csv,True,,,0.0,2.995732273553991,1.791759469228055,1.3862943611198906,4.8283137373023015,0.10666666666666667,0.10666666666666667,,,,6.25,,,
